UsuarioID,Nota,Produto,Categoria,Regiao,Idade,Preco,DataCompra,Quantidade,FormaPagamento,Desconto
USER0547,5,Servo Motor,Automação,Sul,38,2265.84,28/07/2023,3,Transferência Bancária,108.67
USER0548,1,CLP,Automação,Sul,35,4170.11,25/09/2023,7,Pix,970.41
USER0549,3,Televisão,Eletrônicos,Sudeste,43,734.54,05/10/2023,1,Dinheiro,0.0
USER0550,4,Notebook,Informática,Sul,67,2575.2,22/11/2023,3,Transferência Bancária,331.44
USER0551,4,Sensor de Movimento,Robótica,Norte,19,4593.4,04/01/2023,4,Pix,0.0
USER0552,2,Sensor de Movimento,Robótica,Nordeste,20,4613.41,02/12/2023,4,Cartão de Crédito,0.0
USER0553,3,Teclado,Informática,Nordeste,38,1974.11,12/06/2023,7,Cartão de Crédito,170.03
USER0554,2,Controle de Acesso,Segurança,Nordeste,46,3722.24,14/10/2023,2,Transferência Bancária,0.0
USER0555,1,Alarme,Segurança,Norte,36,4866.16,10/07/2023,4,Pix,0.0
USER0556,1,Access Point,Redes,Norte,57,720.58,18/04/2023,3,Transferência Bancária,144.11
USER0557,3,Desktop,Informática,Sul,66,2780.21,23/05/2023,9,Boleto,646.16
USER0558,2,Impressora,Informática,Sul,24,2880.03,14/09/2023,9,Transferência Bancária,326.09
USER0559,4,Detector de Fumaça,Segurança,Centro-Oeste,26,2795.66,10/08/2023,4,Cartão de Crédito,0.0
USER0560,3,Atuador,Automação,Norte,21,4131.43,13/12/2023,9,Cartão de Crédito,440.57
USER0561,4,Servo Motor,Automação,Nordeste,57,4498.21,29/01/2023,6,Boleto,0.0
USER0562,4,Access Point,Redes,Norte,43,79.7,21/01/2023,8,Cartão de Crédito,11.82
USER0563,3,Controle de Acesso,Segurança,Sudeste,45,4106.52,16/10/2023,9,Transferência Bancária,0.0
USER0564,5,Roteador,Redes,Sudeste,53,391.11,15/10/2023,8,Boleto,42.29
USER0565,3,Alarme,Segurança,Centro-Oeste,65,4625.79,07/04/2023,5,Boleto,92.31
USER0566,1,Notebook,Informática,Sudeste,44,157.07,03/05/2023,2,Transferência Bancária,0.0
USER0567,1,Detector de Fumaça,Segurança,Norte,48,225.63,06/02/2023,4,Pix,33.19
USER0568,5,Desktop,Informática,Sudeste,39,3550.42,06/09/2023,1,Cartão de Crédito,715.08
USER0569,1,Controlador,Automação,Norte,40,3630.31,17/06/2023,8,Transferência Bancária,0.0
USER0570,2,Impressora,Informática,Norte,59,713.35,21/02/2023,8,Dinheiro,45.11
USER0571,2,Monitor,Informática,Sul,64,986.17,07/06/2023,3,Dinheiro,0.0
USER0572,5,Braço Robótico,Robótica,Centro-Oeste,64,2879.22,24/06/2023,8,Cartão de Crédito,810.17
USER0573,3,Smartphone,Eletrônicos,Nordeste,48,2450.56,02/04/2023,8,Boleto,117.36
USER0574,2,Kit de Montagem,Robótica,Nordeste,51,2299.45,15/07/2023,3,Dinheiro,5.8
USER0575,3,Smartphone,Eletrônicos,Nordeste,61,2648.39,26/05/2023,2,Pix,12.32
USER0576,4,Teclado,Informática,Sul,67,344.9,27/04/2023,8,Transferência Bancária,0.0
USER0577,2,Impressora,Informática,Centro-Oeste,36,3756.45,10/02/2023,3,Pix,1107.01
USER0578,4,Fechadura Digital,Segurança,Nordeste,58,916.49,14/02/2023,3,Dinheiro,153.9
USER0579,3,Detector de Fumaça,Segurança,Sudeste,67,4869.46,24/12/2023,7,Transferência Bancária,1228.33
USER0580,2,Sensor de Movimento,Robótica,Centro-Oeste,38,4442.21,11/09/2023,1,Dinheiro,667.88
USER0581,4,Tablet,Eletrônicos,Centro-Oeste,43,4916.51,18/02/2023,1,Pix,0.0
USER0582,4,Servo Motor,Automação,Sul,28,4422.97,08/02/2023,7,Pix,407.03
USER0583,4,Placa Controladora,Robótica,Sudeste,67,4302.35,26/07/2023,4,Boleto,109.41
USER0584,4,Modem,Redes,Centro-Oeste,20,2754.15,13/12/2023,4,Transferência Bancária,444.13
USER0585,3,Fechadura Digital,Segurança,Centro-Oeste,64,4398.95,10/02/2023,6,Boleto,0.0
USER0586,1,Detector de Fumaça,Segurança,Norte,66,3280.83,29/06/2023,2,Cartão de Crédito,479.91
USER0587,1,Access Point,Redes,Sudeste,52,4785.54,27/01/2023,3,Transferência Bancária,0.0
USER0588,4,Repetidor,Redes,Centro-Oeste,52,4022.2,20/07/2023,4,Boleto,0.0
USER0589,1,Roteador,Redes,Nordeste,27,4524.16,13/10/2023,1,Cartão de Crédito,867.98
USER0590,3,Controle de Acesso,Segurança,Sudeste,34,1405.87,22/02/2023,7,Pix,351.46
USER0591,4,Monitor,Informática,Nordeste,62,2358.36,16/09/2023,6,Pix,0.0
USER0592,1,Motor de Passo,Robótica,Nordeste,32,1823.84,11/07/2023,7,Pix,439.51
USER0593,5,Smartwatch,Eletrônicos,Nordeste,19,102.53,18/06/2023,8,Boleto,0.0
USER0594,5,Drone,Eletrônicos,Norte,66,1026.05,03/03/2023,1,Boleto,157.23
USER0595,3,Smartphone,Eletrônicos,Centro-Oeste,28,3038.67,16/03/2023,9,Boleto,351.95
USER0596,4,Controle de Acesso,Segurança,Sul,24,3140.41,02/10/2023,2,Boleto,0.0
USER0597,3,Tablet,Eletrônicos,Sudeste,33,4248.87,28/08/2023,8,Pix,0.0
USER0598,5,Motor de Passo,Robótica,Sudeste,22,2719.73,03/10/2023,8,Boleto,605.89
USER0599,2,Sensor de Movimento,Robótica,Sudeste,33,3173.93,07/10/2023,6,Transferência Bancária,0.0
USER0600,5,Motor de Passo,Robótica,Sul,59,101.84,29/07/2023,3,Cartão de Crédito,16.03
USER0601,1,Switch,Redes,Nordeste,61,1761.01,07/02/2023,9,Boleto,266.59
USER0602,2,Câmera,Segurança,Sudeste,20,3933.06,08/12/2023,2,Pix,274.94
USER0603,1,Sensor de Movimento,Robótica,Norte,50,817.04,17/07/2023,3,Boleto,0.0
USER0604,5,Servo Motor,Automação,Sul,66,3754.98,19/10/2023,8,Pix,0.0
USER0605,3,Televisão,Eletrônicos,Sudeste,60,4096.72,04/03/2023,7,Boleto,708.95
USER0606,5,Fechadura Digital,Segurança,Sudeste,56,3375.4,10/09/2023,8,Cartão de Crédito,0.0
USER0607,1,Monitor,Informática,Centro-Oeste,52,3984.84,23/06/2023,5,Dinheiro,0.0
USER0608,2,Teclado,Informática,Norte,59,1252.51,17/10/2023,7,Transferência Bancária,0.0
USER0609,4,Smartwatch,Eletrônicos,Sul,29,1425.2,08/11/2023,1,Transferência Bancária,0.0
USER0610,5,Fechadura Digital,Segurança,Nordeste,39,2836.29,23/11/2023,2,Cartão de Crédito,335.08
USER0611,4,Roteador,Redes,Sul,19,1720.84,21/07/2023,5,Transferência Bancária,0.0
USER0612,1,Sensor de Movimento,Robótica,Centro-Oeste,46,2639.79,18/04/2023,8,Boleto,15.52
USER0613,2,Controlador,Automação,Sudeste,42,1610.65,01/08/2023,6,Boleto,270.25
USER0614,4,Placa Controladora,Robótica,Centro-Oeste,36,4995.42,07/06/2023,3,Transferência Bancária,891.1
USER0615,4,Controle de Acesso,Segurança,Sul,44,3796.37,07/07/2023,8,Cartão de Crédito,890.26
USER0616,1,Smartphone,Eletrônicos,Norte,69,4725.76,21/08/2023,2,Transferência Bancária,683.59
USER0617,2,Smartphone,Eletrônicos,Centro-Oeste,49,516.07,11/09/2023,3,Transferência Bancária,0.0
USER0618,1,Tablet,Eletrônicos,Centro-Oeste,42,1571.09,24/08/2023,6,Dinheiro,0.0
USER0619,1,Motor de Passo,Robótica,Sudeste,54,3539.97,04/03/2023,6,Pix,248.8
USER0620,5,Impressora,Informática,Sul,21,1277.47,22/04/2023,2,Boleto,288.14
USER0621,2,Access Point,Redes,Norte,30,657.63,18/08/2023,7,Dinheiro,0.0
USER0622,3,Roteador,Redes,Centro-Oeste,57,3629.18,29/09/2023,3,Boleto,0.0
USER0623,5,Smartphone,Eletrônicos,Sudeste,21,1950.72,16/01/2023,9,Dinheiro,422.4
USER0624,5,Switch,Redes,Sudeste,46,1643.32,30/05/2023,8,Dinheiro,0.0
USER0625,4,Atuador,Automação,Sul,56,1766.41,13/10/2023,6,Pix,430.93
USER0626,2,Desktop,Informática,Nordeste,20,2366.81,04/03/2023,2,Pix,652.24
USER0627,3,Televisão,Eletrônicos,Centro-Oeste,32,269.56,26/02/2023,7,Cartão de Crédito,23.14
USER0628,2,Controle de Acesso,Segurança,Sudeste,66,529.51,04/11/2023,2,Pix,0.0
USER0629,1,Controle de Acesso,Segurança,Sudeste,61,1292.84,08/05/2023,8,Dinheiro,342.99
USER0630,4,Smartwatch,Eletrônicos,Sudeste,52,1191.28,17/08/2023,6,Pix,16.49
USER0631,3,Switch,Redes,Norte,63,3089.86,05/09/2023,8,Boleto,683.86
USER0632,2,Kit de Montagem,Robótica,Nordeste,24,1655.54,29/07/2023,2,Pix,0.0
USER0633,4,Televisão,Eletrônicos,Centro-Oeste,38,1670.5,16/03/2023,7,Boleto,0.0
USER0634,2,Alarme,Segurança,Centro-Oeste,49,2169.83,05/10/2023,4,Cartão de Crédito,634.39
USER0635,4,Controle de Acesso,Segurança,Sudeste,56,3465.49,20/01/2023,6,Dinheiro,402.57
USER0636,5,Smartphone,Eletrônicos,Nordeste,43,1757.01,17/11/2023,2,Dinheiro,0.0
USER0637,5,Kit de Montagem,Robótica,Nordeste,41,1282.67,19/01/2023,5,Transferência Bancária,312.39
USER0638,5,Sensor de Movimento,Robótica,Centro-Oeste,58,3676.28,02/08/2023,7,Dinheiro,1062.36
USER0639,3,Smartwatch,Eletrônicos,Norte,51,2054.24,03/10/2023,7,Transferência Bancária,0.0
USER0640,5,Servo Motor,Automação,Nordeste,26,3454.17,03/10/2023,1,Transferência Bancária,356.62
USER0641,5,CLP,Automação,Nordeste,38,2737.57,29/05/2023,3,Cartão de Crédito,7.72
USER0642,1,Impressora,Informática,Sul,21,2921.17,22/11/2023,5,Dinheiro,0.0
USER0643,3,Câmera,Segurança,Sul,64,674.51,25/04/2023,8,Dinheiro,55.28
USER0644,4,Braço Robótico,Robótica,Sudeste,62,2975.05,13/02/2023,2,Cartão de Crédito,0.0
USER0645,5,Televisão,Eletrônicos,Centro-Oeste,26,1645.95,28/03/2023,6,Transferência Bancária,97.79
USER0646,1,Fechadura Digital,Segurança,Sudeste,44,4293.18,12/01/2023,7,Cartão de Crédito,598.28
USER0647,4,Controlador,Automação,Sul,19,2628.41,24/09/2023,3,Pix,0.0
USER0648,4,Tablet,Eletrônicos,Norte,40,4647.06,09/10/2023,3,Transferência Bancária,395.01
USER0649,3,Kit de Montagem,Robótica,Nordeste,51,4170.57,07/09/2023,8,Dinheiro,867.41
USER0650,4,CLP,Automação,Centro-Oeste,47,3568.2,24/02/2023,9,Pix,27.97
USER0651,2,Desktop,Informática,Centro-Oeste,49,3675.52,26/09/2023,2,Pix,520.79
USER0652,1,Atuador,Automação,Nordeste,24,4805.33,12/11/2023,7,Pix,0.0
USER0653,3,Televisão,Eletrônicos,Sul,18,3231.12,23/05/2023,7,Pix,0.0
USER0654,4,Controlador,Automação,Centro-Oeste,66,2957.47,07/07/2023,9,Cartão de Crédito,0.0
USER0655,3,Teclado,Informática,Nordeste,53,4342.44,14/08/2023,8,Dinheiro,696.26
USER0656,4,Modem,Redes,Sul,57,3838.87,19/04/2023,7,Dinheiro,0.0
USER0657,2,Notebook,Informática,Sul,46,4354.03,12/05/2023,6,Boleto,0.0
USER0658,4,Switch,Redes,Sudeste,61,546.1,22/03/2023,4,Boleto,0.0
USER0659,1,Smartwatch,Eletrônicos,Norte,62,4255.55,31/10/2023,8,Cartão de Crédito,269.25
USER0660,3,Câmera,Segurança,Centro-Oeste,32,696.88,07/11/2023,8,Boleto,0.0
USER0661,3,Roteador,Redes,Nordeste,24,2265.12,11/04/2023,7,Transferência Bancária,347.76
USER0662,1,Impressora,Informática,Norte,45,4559.22,09/06/2023,2,Cartão de Crédito,533.66
USER0663,3,Desktop,Informática,Nordeste,30,2156.93,18/05/2023,1,Boleto,634.71
USER0664,1,Notebook,Informática,Sudeste,41,497.23,13/06/2023,5,Cartão de Crédito,41.59
USER0665,4,Repetidor,Redes,Centro-Oeste,18,2962.34,25/05/2023,3,Pix,0.0
USER0666,4,Fechadura Digital,Segurança,Centro-Oeste,58,3302.54,22/02/2023,1,Boleto,706.17
USER0667,3,Monitor,Informática,Sudeste,40,1426.28,28/09/2023,5,Cartão de Crédito,0.0
USER0668,5,Desktop,Informática,Nordeste,61,676.88,03/10/2023,9,Pix,0.0
USER0669,3,Notebook,Informática,Sudeste,45,3078.26,07/11/2023,6,Cartão de Crédito,470.3
USER0670,3,Desktop,Informática,Sudeste,27,574.65,18/12/2023,7,Pix,0.0
USER0671,1,Access Point,Redes,Sul,48,2659.56,13/08/2023,1,Boleto,79.25
USER0672,3,Câmera,Segurança,Sudeste,38,1816.97,03/11/2023,4,Cartão de Crédito,0.0
USER0673,5,Notebook,Informática,Nordeste,30,476.34,19/04/2023,5,Dinheiro,129.81
USER0674,1,Tablet,Eletrônicos,Sudeste,59,1116.39,13/04/2023,4,Dinheiro,6.71
USER0675,3,Servo Motor,Automação,Sul,60,503.37,30/10/2023,6,Dinheiro,0.0
USER0676,5,Braço Robótico,Robótica,Sudeste,46,631.5,24/07/2023,4,Transferência Bancária,149.04
USER0677,5,Kit de Montagem,Robótica,Centro-Oeste,30,3430.79,19/04/2023,9,Transferência Bancária,0.0
USER0678,1,Fechadura Digital,Segurança,Sudeste,28,1112.35,04/05/2023,1,Dinheiro,0.0
USER0679,1,Alarme,Segurança,Norte,69,4761.51,09/07/2023,6,Boleto,0.0
USER0680,3,Kit de Montagem,Robótica,Sul,42,4553.56,23/10/2023,5,Transferência Bancária,0.0
USER0681,5,Desktop,Informática,Sudeste,67,1707.54,13/08/2023,3,Transferência Bancária,0.0
USER0682,2,Tablet,Eletrônicos,Sudeste,47,1649.22,02/02/2023,3,Transferência Bancária,0.0
USER0683,3,Controle de Acesso,Segurança,Centro-Oeste,53,2246.3,05/02/2023,5,Pix,271.9
USER0684,5,Impressora,Informática,Norte,30,4798.59,15/09/2023,2,Dinheiro,0.0
USER0685,4,Motor de Passo,Robótica,Centro-Oeste,26,3910.11,30/05/2023,7,Transferência Bancária,0.0
USER0686,5,Fechadura Digital,Segurança,Centro-Oeste,21,3181.86,20/08/2023,3,Dinheiro,35.49
USER0687,5,Desktop,Informática,Sudeste,67,502.99,01/01/2023,9,Cartão de Crédito,111.93
USER0688,3,Repetidor,Redes,Norte,54,1721.65,09/09/2023,2,Pix,174.46
USER0689,3,Controlador,Automação,Sul,61,4372.63,28/03/2023,7,Pix,604.78
USER0690,5,Controle de Acesso,Segurança,Norte,68,3999.07,06/09/2023,3,Cartão de Crédito,995.92
USER0691,5,Drone,Eletrônicos,Sul,60,4066.53,04/01/2023,3,Boleto,0.0
USER0692,5,Monitor,Informática,Centro-Oeste,62,1005.38,23/08/2023,7,Boleto,0.0
USER0693,1,Smartphone,Eletrônicos,Sul,46,113.83,18/01/2023,4,Pix,30.68
USER0694,5,Access Point,Redes,Nordeste,42,375.99,28/07/2023,9,Boleto,57.36
USER0695,2,Atuador,Automação,Sul,39,139.91,27/08/2023,5,Dinheiro,34.04
USER0696,5,Tablet,Eletrônicos,Nordeste,39,4011.06,23/08/2023,7,Boleto,155.68
USER0697,2,Smartphone,Eletrônicos,Sul,44,1636.27,17/08/2023,6,Pix,0.0
USER0698,2,Monitor,Informática,Sul,53,1162.42,28/07/2023,5,Dinheiro,0.0
USER0699,5,Braço Robótico,Robótica,Sul,56,3300.21,07/01/2023,5,Boleto,0.0
USER0700,5,Motor de Passo,Robótica,Nordeste,21,324.76,17/06/2023,6,Pix,0.0
USER0701,5,Smartwatch,Eletrônicos,Norte,64,1231.08,17/05/2023,6,Cartão de Crédito,34.93
USER0702,4,Atuador,Automação,Nordeste,57,537.51,25/08/2023,4,Pix,0.0
USER0703,5,Controle de Acesso,Segurança,Centro-Oeste,25,2646.71,05/06/2023,5,Transferência Bancária,751.21
USER0704,2,Modem,Redes,Sudeste,66,1841.58,26/05/2023,8,Cartão de Crédito,0.0
USER0705,5,Placa Controladora,Robótica,Centro-Oeste,19,751.87,28/12/2023,1,Cartão de Crédito,0.0
USER0706,2,Kit de Montagem,Robótica,Norte,55,2709.06,29/04/2023,2,Transferência Bancária,314.94
USER0707,4,Braço Robótico,Robótica,Sul,61,228.5,04/04/2023,9,Transferência Bancária,9.13
USER0708,2,Teclado,Informática,Sul,27,2965.7,26/09/2023,1,Cartão de Crédito,0.0
USER0709,3,Controle de Acesso,Segurança,Norte,54,3177.27,21/05/2023,1,Pix,0.0
USER0710,5,Smartphone,Eletrônicos,Norte,55,4375.94,23/09/2023,1,Pix,1086.27
USER0711,5,Roteador,Redes,Sul,27,2541.2,26/10/2023,4,Dinheiro,94.98
USER0712,5,CLP,Automação,Centro-Oeste,24,200.47,13/04/2023,3,Transferência Bancária,31.02
USER0713,4,Smartwatch,Eletrônicos,Norte,24,4990.64,28/03/2023,4,Pix,289.73
USER0714,4,Kit de Montagem,Robótica,Sul,66,2611.66,13/12/2023,9,Dinheiro,308.93
USER0715,4,Tablet,Eletrônicos,Sudeste,21,4173.02,02/08/2023,3,Boleto,0.0
USER0716,3,Fechadura Digital,Segurança,Nordeste,69,713.27,16/03/2023,3,Pix,0.0
USER0717,3,Notebook,Informática,Norte,22,4741.41,19/03/2023,5,Pix,61.81
USER0718,5,Monitor,Informática,Sudeste,41,472.62,17/09/2023,5,Dinheiro,0.0
USER0719,1,Alarme,Segurança,Sudeste,66,111.86,19/04/2023,9,Boleto,16.44
USER0720,4,Motor de Passo,Robótica,Sul,28,4529.92,24/03/2023,7,Cartão de Crédito,0.0
USER0721,1,Alarme,Segurança,Centro-Oeste,25,4543.84,27/09/2023,3,Dinheiro,0.0
USER0722,2,Desktop,Informática,Sul,21,300.49,19/08/2023,7,Dinheiro,10.48
USER0723,1,Tablet,Eletrônicos,Centro-Oeste,35,3416.08,25/04/2023,1,Transferência Bancária,0.0
USER0724,1,Alarme,Segurança,Centro-Oeste,40,3301.65,25/06/2023,2,Boleto,123.85
USER0725,4,Desktop,Informática,Norte,30,3990.39,20/02/2023,5,Transferência Bancária,0.0
USER0726,1,Switch,Redes,Sudeste,35,2504.15,27/09/2023,7,Dinheiro,670.95
USER0727,5,Roteador,Redes,Sudeste,48,4876.41,06/11/2023,1,Dinheiro,402.09
USER0728,5,Kit de Montagem,Robótica,Norte,31,3411.04,17/09/2023,9,Transferência Bancária,615.92
USER0729,4,Controle de Acesso,Segurança,Centro-Oeste,48,1855.93,03/12/2023,1,Transferência Bancária,0.0
USER0730,4,Atuador,Automação,Sudeste,51,2751.23,23/02/2023,9,Dinheiro,0.0
USER0731,4,Sensor,Automação,Sudeste,31,1122.98,02/10/2023,4,Boleto,0.0
USER0732,4,Impressora,Informática,Norte,24,209.17,05/01/2023,4,Boleto,37.94
USER0733,4,Repetidor,Redes,Centro-Oeste,22,777.52,23/05/2023,4,Dinheiro,228.44
USER0734,3,Motor de Passo,Robótica,Nordeste,50,2392.62,29/04/2023,2,Cartão de Crédito,0.0
USER0735,3,Detector de Fumaça,Segurança,Sul,65,995.33,31/05/2023,4,Boleto,152.25
USER0736,5,Kit de Montagem,Robótica,Nordeste,25,2858.72,26/11/2023,9,Transferência Bancária,0.0
USER0737,2,Televisão,Eletrônicos,Centro-Oeste,44,2240.28,12/12/2023,5,Pix,304.73
USER0738,1,Controlador,Automação,Sudeste,48,4499.01,24/12/2023,5,Boleto,1288.52
USER0739,1,Roteador,Redes,Sudeste,40,3586.12,18/10/2023,4,Cartão de Crédito,604.33
USER0740,1,Atuador,Automação,Norte,49,965.36,13/02/2023,3,Cartão de Crédito,0.0
USER0741,5,CLP,Automação,Norte,66,374.22,06/06/2023,6,Transferência Bancária,0.0
USER0742,3,Controle de Acesso,Segurança,Sul,68,4433.05,04/11/2023,2,Cartão de Crédito,1030.54
USER0743,1,Placa Controladora,Robótica,Norte,34,3568.36,05/03/2023,1,Dinheiro,0.0
USER0744,1,CLP,Automação,Sul,59,2685.85,19/05/2023,7,Cartão de Crédito,0.0
USER0745,4,Sensor,Automação,Centro-Oeste,49,898.82,19/10/2023,5,Cartão de Crédito,5.12
USER0746,4,Sensor de Movimento,Robótica,Sudeste,39,4616.12,12/01/2023,6,Cartão de Crédito,0.0
USER0747,3,Monitor,Informática,Norte,64,4549.71,15/04/2023,1,Transferência Bancária,0.0
USER0748,2,Tablet,Eletrônicos,Sul,35,4655.05,29/07/2023,6,Pix,0.0
USER0749,5,Smartwatch,Eletrônicos,Centro-Oeste,28,1358.65,11/06/2023,1,Pix,0.0
USER0750,3,Desktop,Informática,Sul,18,4697.5,28/09/2023,7,Dinheiro,1240.92
USER0751,2,Teclado,Informática,Sudeste,67,3660.35,25/01/2023,5,Dinheiro,0.0
USER0752,1,Switch,Redes,Nordeste,31,2100.15,06/06/2023,1,Transferência Bancária,0.0
USER0753,5,Drone,Eletrônicos,Sudeste,45,2907.78,10/03/2023,3,Dinheiro,0.0
USER0754,5,Sensor de Movimento,Robótica,Centro-Oeste,61,1088.08,03/12/2023,8,Pix,229.33
USER0755,3,Smartphone,Eletrônicos,Norte,59,3994.18,09/01/2023,5,Pix,941.46
USER0756,5,CLP,Automação,Norte,65,474.04,02/08/2023,1,Transferência Bancária,0.0
USER0757,2,CLP,Automação,Norte,24,990.29,13/06/2023,8,Pix,0.0
USER0758,3,Braço Robótico,Robótica,Centro-Oeste,46,2086.62,26/12/2023,8,Transferência Bancária,587.79
USER0759,4,Teclado,Informática,Centro-Oeste,62,3575.43,03/02/2023,3,Dinheiro,505.58
USER0760,5,Kit de Montagem,Robótica,Sul,66,3909.62,02/05/2023,5,Cartão de Crédito,0.0
USER0761,1,Sensor de Movimento,Robótica,Nordeste,24,1424.3,11/09/2023,3,Pix,0.0
USER0762,5,Fechadura Digital,Segurança,Nordeste,67,1358.73,29/11/2023,4,Dinheiro,0.0
USER0763,4,Servo Motor,Automação,Norte,53,598.2,22/04/2023,9,Dinheiro,0.0
USER0764,3,Fechadura Digital,Segurança,Centro-Oeste,19,4002.09,14/11/2023,6,Transferência Bancária,0.0
USER0765,1,Detector de Fumaça,Segurança,Nordeste,40,4203.43,22/10/2023,8,Cartão de Crédito,0.0
USER0766,4,Controle de Acesso,Segurança,Nordeste,67,2499.65,14/07/2023,3,Dinheiro,0.0
USER0767,5,Roteador,Redes,Sudeste,46,4081.27,30/01/2023,3,Dinheiro,14.59
USER0768,3,Kit de Montagem,Robótica,Centro-Oeste,68,790.92,12/02/2023,1,Transferência Bancária,0.0
USER0769,1,Drone,Eletrônicos,Norte,29,936.1,16/05/2023,4,Pix,131.4
USER0770,3,Tablet,Eletrônicos,Centro-Oeste,48,3636.9,29/04/2023,8,Cartão de Crédito,0.0
USER0771,1,Braço Robótico,Robótica,Sul,68,896.85,24/11/2023,3,Dinheiro,0.0
USER0772,1,Modem,Redes,Sudeste,30,1268.09,27/05/2023,4,Pix,0.0
USER0773,1,Detector de Fumaça,Segurança,Sudeste,34,361.8,20/09/2023,4,Boleto,0.0
USER0774,1,Modem,Redes,Norte,26,954.8,18/02/2023,3,Transferência Bancária,0.0
USER0775,3,Drone,Eletrônicos,Sudeste,55,3548.93,27/04/2023,7,Pix,18.19
USER0776,3,Tablet,Eletrônicos,Nordeste,35,3808.18,05/01/2023,5,Cartão de Crédito,0.0
USER0777,4,Sensor,Automação,Sul,42,3820.35,16/07/2023,7,Transferência Bancária,0.0
USER0778,4,Modem,Redes,Norte,65,1451.0,06/05/2023,6,Cartão de Crédito,0.0
USER0779,2,Switch,Redes,Sul,51,1537.57,29/05/2023,1,Boleto,313.11
USER0780,5,Tablet,Eletrônicos,Sudeste,37,1724.65,15/04/2023,7,Transferência Bancária,0.0
USER0781,4,Placa Controladora,Robótica,Sul,34,4827.5,13/04/2023,8,Pix,0.0
USER0782,4,Controlador,Automação,Nordeste,57,501.52,02/04/2023,4,Cartão de Crédito,17.1
USER0783,2,Roteador,Redes,Nordeste,41,1403.86,30/05/2023,5,Cartão de Crédito,317.53
USER0784,3,Kit de Montagem,Robótica,Nordeste,47,2757.83,20/03/2023,7,Dinheiro,0.0
USER0785,4,Servo Motor,Automação,Sudeste,66,2645.83,02/10/2023,8,Pix,96.6
USER0786,2,Smartwatch,Eletrônicos,Sul,40,1135.26,26/02/2023,5,Transferência Bancária,0.0
USER0787,4,Câmera,Segurança,Sul,63,1979.58,07/01/2023,6,Transferência Bancária,0.0
USER0788,2,CLP,Automação,Sudeste,43,3822.84,27/01/2023,1,Cartão de Crédito,0.0
USER0789,3,Controlador,Automação,Sul,64,1704.03,23/12/2023,4,Boleto,20.28
USER0790,4,Modem,Redes,Norte,58,783.11,04/08/2023,6,Boleto,15.5
USER0791,4,Motor de Passo,Robótica,Norte,34,2099.75,29/06/2023,8,Dinheiro,0.0
USER0792,3,Detector de Fumaça,Segurança,Centro-Oeste,31,1261.75,30/03/2023,8,Pix,300.3
USER0793,2,Desktop,Informática,Nordeste,35,4976.44,31/12/2023,5,Cartão de Crédito,0.0
USER0794,1,Placa Controladora,Robótica,Sul,58,4372.27,30/08/2023,9,Dinheiro,1303.93
USER0795,5,Motor de Passo,Robótica,Sudeste,18,3903.37,15/08/2023,3,Boleto,130.06
USER0796,1,Drone,Eletrônicos,Norte,38,1623.61,27/11/2023,7,Cartão de Crédito,0.0
USER0797,1,Motor de Passo,Robótica,Norte,20,1351.69,16/02/2023,5,Cartão de Crédito,171.25
USER0798,3,Drone,Eletrônicos,Nordeste,62,1147.21,09/04/2023,7,Boleto,0.0
USER0799,1,Televisão,Eletrônicos,Sul,30,3032.64,07/02/2023,5,Cartão de Crédito,158.16
USER0800,2,Braço Robótico,Robótica,Centro-Oeste,56,2585.2,15/02/2023,3,Transferência Bancária,322.05
USER0801,2,Repetidor,Redes,Sudeste,58,4094.68,14/03/2023,3,Transferência Bancária,22.86
USER0802,1,Braço Robótico,Robótica,Norte,36,1731.64,14/05/2023,2,Transferência Bancária,0.0
USER0803,2,Repetidor,Redes,Norte,31,2860.5,08/03/2023,2,Transferência Bancária,564.18
USER0804,4,Atuador,Automação,Sudeste,19,4428.39,05/04/2023,5,Transferência Bancária,0.0
USER0805,2,Atuador,Automação,Norte,49,3274.12,06/03/2023,7,Boleto,903.37
USER0806,2,Notebook,Informática,Nordeste,61,2510.7,25/03/2023,3,Boleto,0.0
USER0807,5,Monitor,Informática,Sul,26,4579.02,01/09/2023,4,Boleto,0.0
USER0808,1,Servo Motor,Automação,Nordeste,54,3722.2,24/01/2023,4,Boleto,521.13
USER0809,2,Desktop,Informática,Norte,42,144.21,29/11/2023,5,Cartão de Crédito,19.4
USER0810,3,Alarme,Segurança,Sul,61,847.13,18/06/2023,8,Boleto,230.88
USER0811,4,Atuador,Automação,Sul,25,128.12,28/04/2023,9,Cartão de Crédito,34.37
USER0812,2,Teclado,Informática,Sudeste,52,2870.12,09/02/2023,7,Dinheiro,110.26
USER0813,2,Alarme,Segurança,Centro-Oeste,24,3412.44,15/04/2023,8,Cartão de Crédito,0.0
USER0814,2,Atuador,Automação,Norte,34,1797.92,19/02/2023,6,Boleto,232.69
USER0815,3,Access Point,Redes,Sudeste,26,502.53,12/02/2023,8,Cartão de Crédito,0.0
USER0816,3,Controlador,Automação,Centro-Oeste,28,4701.11,07/11/2023,8,Pix,0.0
USER0817,4,Sensor,Automação,Centro-Oeste,37,81.37,07/01/2023,4,Dinheiro,0.0
USER0818,5,Servo Motor,Automação,Nordeste,47,4490.85,22/11/2023,2,Boleto,1050.34
USER0819,3,Sensor,Automação,Sul,32,4401.16,29/06/2023,6,Dinheiro,0.0
